Heat+E2710:E2738Index,Month,Day,HeatIndex,Year
2016.0,7,26,39.0,
2016.0,7,27,40.0,
2016.0,7,28,37.0,
2016.0,7,29,35.0,
2016.0,7,30,38.0,
2016.0,7,31,38.0,
2016.0,8,1,40.0,
2016.0,8,2,43.0,
2016.0,8,3,34.0,
2016.0,8,4,35.0,
2016.0,8,5,38.0,
2016.0,8,6,37.0,
2016.0,8,7,40.0,
2016.0,8,8,40.0,
2016.0,8,9,41.0,
2016.0,8,10,42.0,
2016.0,8,11,40.0,
2016.0,8,12,40.0,
2016.0,8,13,43.0,
2016.0,8,14,41.0,
2016.0,8,15,41.0,
2016.0,8,16,42.0,
2016.0,8,17,42.0,
2016.0,8,18,42.0,
2016.0,8,19,42.0,
2016.0,8,20,39.0,
2016.0,8,21,40.0,
2016.0,8,22,41.0,
2016.0,8,23,42.0,
2016.0,8,24,42.0,
2016.0,8,25,38.0,
2016.0,8,26,42.0,
2016.0,8,27,43.0,
2016.0,8,28,41.0,
2016.0,8,29,41.0,
2016.0,8,30,39.0,
2016.0,8,31,41.0,
2016.0,9,1,42.0,
2016.0,9,2,41.0,
2016.0,9,3,40.0,
2016.0,9,4,38.0,
2016.0,9,5,38.0,
2016.0,9,6,39.0,
2016.0,9,7,37.0,
2016.0,9,8,36.0,
2016.0,9,9,38.0,
2016.0,9,10,37.0,
2016.0,9,11,39.0,
2016.0,9,12,36.0,
2016.0,9,13,43.0,
2016.0,9,14,40.0,
2016.0,9,15,42.0,
2016.0,9,16,40.0,
2016.0,9,17,39.0,
2016.0,9,18,39.0,
2016.0,9,19,38.0,
2016.0,9,20,37.0,
2016.0,9,21,36.0,
2016.0,9,22,39.0,
2016.0,9,23,39.0,
2016.0,9,24,40.0,
2016.0,9,25,42.0,
2016.0,9,26,41.0,
2016.0,9,27,40.0,
2016.0,9,28,36.0,
2016.0,9,29,36.0,
2016.0,9,30,37.0,
2016.0,10,1,42.0,
2016.0,10,2,39.0,
2016.0,10,3,43.0,
2016.0,10,4,35.0,
2016.0,10,5,42.0,
2016.0,10,6,37.0,
2016.0,10,7,39.0,
2016.0,10,8,37.0,
2016.0,10,9,39.0,
2016.0,10,10,38.0,
2016.0,10,11,39.0,
2016.0,10,12,35.0,
2016.0,10,13,37.0,
2016.0,10,14,42.0,
2016.0,10,15,38.0,
2016.0,10,16,38.0,
2016.0,10,17,41.0,
2016.0,10,18,40.0,
2016.0,10,19,40.0,
2016.0,10,20,37.0,
2016.0,10,21,37.0,
2016.0,10,22,39.0,
2016.0,10,23,35.0,
2016.0,10,24,40.0,
2016.0,10,25,37.0,
2016.0,10,26,37.0,
2016.0,10,27,36.0,
2016.0,10,28,35.0,
2016.0,10,29,37.0,
2016.0,10,30,36.0,
2016.0,10,31,38.0,
2016.0,11,1,37.0,
2016.0,11,2,37.0,
2016.0,11,3,37.0,
2016.0,11,4,39.0,
2016.0,11,5,33.0,
2016.0,11,6,32.0,
2016.0,11,7,36.0,
2016.0,11,8,36.0,
2016.0,11,9,35.0,
2016.0,11,10,35.0,
2016.0,11,11,34.0,
2016.0,11,12,34.0,
2016.0,11,13,33.0,
2016.0,11,14,40.0,
2016.0,11,15,37.0,
2016.0,11,16,39.0,
2016.0,11,17,37.0,
2016.0,11,18,33.0,
2016.0,11,19,35.0,
2016.0,11,20,34.0,
2016.0,11,21,36.0,
2016.0,11,22,36.0,
2016.0,11,23,28.0,
2016.0,11,24,29.0,
2016.0,11,25,36.0,
2016.0,11,26,34.0,
2016.0,11,27,39.0,
2016.0,11,28,37.0,
2016.0,11,29,28.0,
2016.0,11,30,35.0,
2016.0,12,1,36.0,
2016.0,12,2,35.0,
2016.0,12,3,34.0,
2016.0,12,4,36.0,
2016.0,12,5,33.0,
2016.0,12,6,37.0,
2016.0,12,7,37.0,
2016.0,12,8,34.0,
2016.0,12,9,37.0,
2016.0,12,10,38.0,
2016.0,12,11,37.0,
2016.0,12,12,37.0,
2016.0,12,13,38.0,
2016.0,12,14,36.0,
2016.0,12,15,37.0,
2016.0,12,16,30.0,
2016.0,12,17,33.0,
2016.0,12,18,28.0,
2016.0,12,19,34.0,
2016.0,12,20,36.0,
2016.0,12,21,32.0,
2016.0,12,22,37.0,
2016.0,12,23,39.0,
2016.0,12,24,37.0,
2016.0,12,25,40.0,
2016.0,12,26,38.0,
2016.0,12,27,37.0,
2016.0,12,28,37.0,
2016.0,12,29,36.0,
2016.0,12,30,34.0,
2016.0,12,31,35.0,
2017.0,1,1,34.0,
2017.0,1,2,35.0,
2017.0,1,3,35.0,
2017.0,1,4,36.0,
2017.0,1,5,32.0,
2017.0,1,6,30.0,
2017.0,1,7,26.0,
2017.0,1,8,29.0,
2017.0,1,9,36.0,
2017.0,1,10,36.0,
2017.0,1,11,33.0,
2017.0,1,12,35.0,
2017.0,1,13,37.0,
2017.0,1,14,37.0,
2017.0,1,15,42.0,
2017.0,1,16,36.0,
2017.0,1,17,33.0,
2017.0,1,18,34.0,
2017.0,1,19,34.0,
2017.0,1,20,31.0,
2017.0,1,21,33.0,
2017.0,1,22,34.0,
2017.0,1,23,31.0,
2017.0,1,24,32.0,
2017.0,1,25,33.0,
2017.0,1,26,33.0,
2017.0,1,27,33.0,
2017.0,1,28,30.0,
2017.0,1,29,34.0,
2017.0,1,30,36.0,
2017.0,1,31,33.0,
2017.0,2,1,29.0,
2017.0,2,2,33.0,
2017.0,2,3,31.0,
2017.0,2,4,29.0,
2017.0,2,5,35.0,
2017.0,2,6,35.0,
2017.0,2,7,35.0,
2017.0,2,8,35.0,
2017.0,2,9,37.0,
2017.0,2,10,30.0,
2017.0,2,11,27.0,
2017.0,2,12,27.0,
2017.0,2,13,29.0,
2017.0,2,14,30.0,
2017.0,2,15,28.0,
2017.0,2,16,25.0,
2017.0,2,17,28.0,
2017.0,2,18,32.0,
2017.0,2,19,33.0,
2017.0,2,20,27.0,
2017.0,2,21,34.0,
2017.0,2,22,36.0,
2017.0,2,23,34.0,
2017.0,2,24,34.0,
2017.0,2,25,34.0,
2017.0,2,26,34.0,
2017.0,2,27,35.0,
2017.0,2,28,34.0,
2017.0,3,1,35.0,
2017.0,3,2,28.0,
2017.0,3,3,29.0,
2017.0,3,4,33.0,
2017.0,3,5,27.0,
2017.0,3,6,28.0,
2017.0,3,7,35.0,
2017.0,3,8,35.0,
2017.0,3,9,28.0,
2017.0,3,10,35.0,
2017.0,3,11,38.0,
2017.0,3,12,38.0,
2017.0,3,13,37.0,
2017.0,3,14,37.0,
2017.0,3,15,38.0,
2017.0,3,16,34.0,
2017.0,3,17,31.0,
2017.0,3,18,33.0,
2017.0,3,19,33.0,
2017.0,3,20,36.0,
2017.0,3,21,35.0,
2017.0,3,22,35.0,
2017.0,3,23,37.0,
2017.0,3,24,35.0,
2017.0,3,25,34.0,
2017.0,3,26,35.0,
2017.0,3,27,36.0,
2017.0,3,28,33.0,
2017.0,3,29,36.0,
2017.0,3,30,37.0,
2017.0,3,31,38.0,
2017.0,4,1,34.0,
2017.0,4,2,30.0,
2017.0,4,3,35.0,
2017.0,4,4,33.0,
2017.0,4,5,36.0,
2017.0,4,6,34.0,
2017.0,4,7,33.0,
2017.0,4,8,36.0,
2017.0,4,9,35.0,
2017.0,4,10,35.0,
2017.0,4,11,36.0,
2017.0,4,12,37.0,
2017.0,4,13,38.0,
2017.0,4,14,36.0,
2017.0,4,15,41.0,
2017.0,4,16,39.0,
2017.0,4,17,40.0,
2017.0,4,18,35.0,
2017.0,4,19,41.0,
2017.0,4,20,39.0,
2017.0,4,21,40.0,
2017.0,4,22,38.0,
2017.0,4,23,39.0,
2017.0,4,24,38.0,
2017.0,4,25,37.0,
2017.0,4,26,39.0,
2017.0,4,27,38.0,
2017.0,4,28,37.0,
2017.0,4,29,39.0,
2017.0,4,30,40.0,
2017.0,5,1,38.0,
2017.0,5,2,38.0,
2017.0,5,3,43.0,
2017.0,5,4,38.0,
2017.0,5,5,38.0,
2017.0,5,6,37.0,
2017.0,5,7,36.0,
2017.0,5,8,38.0,
2017.0,5,9,36.0,
2017.0,5,10,41.0,
2017.0,5,11,33.0,
2017.0,5,12,35.0,
2017.0,5,13,28.0,
2017.0,5,14,35.0,
2017.0,5,15,37.0,
2017.0,5,16,36.0,
2017.0,5,17,40.0,
2017.0,5,18,41.0,
2017.0,5,19,39.0,
2017.0,5,20,45.0,
2017.0,5,21,40.0,
2017.0,5,22,44.0,
2017.0,5,23,44.0,
2017.0,5,24,45.0,
2017.0,5,25,45.0,
2017.0,5,26,43.0,
2017.0,5,27,44.0,
2017.0,5,28,41.0,
2017.0,5,29,42.0,
2017.0,5,30,42.0,
2017.0,5,31,40.0,
2017.0,6,1,44.0,
2017.0,6,2,39.0,
2017.0,6,3,43.0,
2017.0,6,4,39.0,
2017.0,6,5,38.0,
2017.0,6,6,37.0,
2017.0,6,7,36.0,
2017.0,6,8,35.0,
2017.0,6,9,38.0,
2017.0,6,10,38.0,
2017.0,6,11,38.0,
2017.0,6,12,39.0,
2017.0,6,13,38.0,
2017.0,6,14,39.0,
2017.0,6,15,38.0,
2017.0,6,16,34.0,
2017.0,6,17,39.0,
2017.0,6,18,40.0,
2017.0,6,19,45.0,
2017.0,6,20,39.0,
2017.0,6,21,40.0,
2017.0,6,22,43.0,
2017.0,6,23,42.0,
2017.0,6,24,36.0,
2017.0,6,25,41.0,
2017.0,6,26,43.0,
2017.0,6,27,43.0,
2017.0,6,28,41.0,
2017.0,6,29,38.0,
2017.0,6,30,42.0,
2017.0,7,1,39.0,
2017.0,7,2,37.0,
2017.0,7,3,38.0,
2017.0,7,4,35.0,
2017.0,7,5,38.0,
2017.0,7,6,39.0,
2017.0,7,7,38.0,
2017.0,7,8,39.0,
2017.0,7,9,35.0,
2017.0,7,10,38.0,
2017.0,7,11,35.0,
2017.0,7,12,39.0,
2017.0,7,13,39.0,
2017.0,7,14,37.0,
2017.0,7,15,35.0,
2017.0,7,16,40.0,
2017.0,7,17,39.0,
2017.0,7,18,39.0,
2017.0,7,19,40.0,
2017.0,7,20,40.0,
2017.0,7,21,37.0,
2017.0,7,22,31.0,
2017.0,7,23,36.0,
2017.0,7,24,38.0,
2017.0,7,25,40.0,
2017.0,7,26,42.0,
2017.0,7,27,45.0,
2017.0,7,28,46.0,
2017.0,7,29,44.0,
2017.0,7,30,42.0,
2017.0,7,31,42.0,
2017.0,8,1,37.0,
2017.0,8,2,41.0,
2017.0,8,3,44.0,
2017.0,8,4,39.0,
2017.0,8,5,42.0,
2017.0,8,6,41.0,
2017.0,8,7,38.0,
2017.0,8,8,41.0,
2017.0,8,9,45.0,
2017.0,8,10,41.0,
2017.0,8,11,37.0,
2017.0,8,12,41.0,
2017.0,8,13,40.0,
2017.0,8,14,43.0,
2017.0,8,15,37.0,
2017.0,8,16,36.0,
2017.0,8,17,43.0,
2017.0,8,18,43.0,
2017.0,8,19,39.0,
2017.0,8,20,41.0,
2017.0,8,21,40.0,
2017.0,8,22,37.0,
2017.0,8,23,34.0,
2017.0,8,24,40.0,
2017.0,8,25,41.0,
2017.0,8,26,40.0,
2017.0,8,27,36.0,
2017.0,8,28,36.0,
2017.0,8,29,42.0,
2017.0,8,30,41.0,
2017.0,8,31,42.0,
2017.0,9,1,45.0,
2017.0,9,2,43.0,
2017.0,9,3,43.0,
2017.0,9,4,43.0,
2017.0,9,5,40.0,
2017.0,9,6,39.0,
2017.0,9,7,39.0,
2017.0,9,8,46.0,
2017.0,9,9,41.0,
2017.0,9,10,44.0,
2017.0,9,11,44.0,
2017.0,9,12,40.0,
2017.0,9,13,32.0,
2017.0,9,14,38.0,
2017.0,9,15,38.0,
2017.0,9,16,38.0,
2017.0,9,17,35.0,
2017.0,9,18,39.0,
2017.0,9,19,41.0,
2017.0,9,20,40.0,
2017.0,9,21,34.0,
2017.0,9,22,40.0,
2017.0,9,23,36.0,
2017.0,9,24,37.0,
2017.0,9,25,33.0,
2017.0,9,26,40.0,
2017.0,9,27,36.0,
2017.0,9,28,37.0,
2017.0,9,29,30.0,
2017.0,9,30,42.0,
2017.0,10,1,42.0,
2017.0,10,2,36.0,
2017.0,10,3,36.0,
2017.0,10,4,36.0,
2017.0,10,5,40.0,
2017.0,10,6,40.0,
2017.0,10,7,40.0,
2017.0,10,8,38.0,
2017.0,10,9,36.0,
2017.0,10,10,36.0,
2017.0,10,11,44.0,
2017.0,10,12,42.0,
2017.0,10,13,40.0,
2017.0,10,14,34.0,
2017.0,10,15,34.0,
2017.0,10,16,40.0,
2017.0,10,17,37.0,
2017.0,10,18,34.0,
2017.0,10,19,36.0,
2017.0,10,20,39.0,
2017.0,10,21,40.0,
2017.0,10,22,40.0,
2017.0,10,23,38.0,
2017.0,10,24,35.0,
2017.0,10,25,34.0,
2017.0,10,26,37.0,
2017.0,10,27,37.0,
2017.0,10,28,35.0,
2017.0,10,29,36.0,
2017.0,10,30,34.0,
2017.0,10,31,37.0,
2017.0,11,1,38.0,
2017.0,11,2,35.0,
2017.0,11,3,36.0,
2017.0,11,4,38.0,
2017.0,11,5,39.0,
2017.0,11,6,36.0,
2017.0,11,7,33.0,
2017.0,11,8,36.0,
2017.0,11,9,36.0,
2017.0,11,10,36.0,
2017.0,11,11,29.0,
2017.0,11,12,32.0,
2017.0,11,13,38.0,
2017.0,11,14,37.0,
2017.0,11,15,35.0,
2017.0,11,16,32.0,
2017.0,11,17,38.0,
2017.0,11,18,38.0,
2017.0,11,19,37.0,
2017.0,11,20,36.0,
2017.0,11,21,37.0,
2017.0,11,22,36.0,
2017.0,11,23,35.0,
2017.0,11,24,35.0,
2017.0,11,25,38.0,
2017.0,11,26,35.0,
2017.0,11,27,34.0,
2017.0,11,28,36.0,
2017.0,11,29,40.0,
2017.0,11,30,36.0,
2017.0,12,1,37.0,
2017.0,12,2,37.0,
2017.0,12,3,36.0,
2017.0,12,4,35.0,
2017.0,12,5,39.0,
2017.0,12,6,36.0,
2017.0,12,7,33.0,
2017.0,12,8,38.0,
2017.0,12,9,38.0,
2017.0,12,10,36.0,
2017.0,12,11,33.0,
2017.0,12,12,35.0,
2017.0,12,13,37.0,
2017.0,12,14,32.0,
2017.0,12,15,31.0,
2017.0,12,16,36.0,
2017.0,12,17,38.0,
2017.0,12,18,39.0,
2017.0,12,19,34.0,
2017.0,12,20,34.0,
2017.0,12,21,32.0,
2017.0,12,22,35.0,
2017.0,12,23,34.0,
2017.0,12,24,35.0,
2017.0,12,25,35.0,
2017.0,12,26,37.0,
2017.0,12,27,29.0,
2017.0,12,28,35.0,
2017.0,12,29,34.0,
2017.0,12,30,34.0,
2017.0,12,31,35.0,
2018.0,7,1,40.0,
2018.0,7,2,39.0,
2018.0,7,3,41.0,
2018.0,7,4,36.0,
2018.0,7,5,37.0,
2018.0,7,6,35.0,
2018.0,7,7,42.0,
2018.0,7,8,38.0,
2018.0,7,9,42.0,
2018.0,7,10,40.0,
2018.0,7,11,43.0,
2018.0,7,12,30.0,
2018.0,7,13,35.0,
2018.0,7,14,39.0,
2018.0,7,15,39.0,
2018.0,7,16,37.0,
2018.0,7,17,38.0,
2018.0,7,18,41.0,
2018.0,7,19,42.0,
2018.0,7,20,42.0,
2018.0,7,21,42.0,
2018.0,7,22,40.0,
2018.0,7,23,37.0,
2018.0,7,24,39.0,
2018.0,7,25,41.0,
2018.0,7,26,41.0,
2018.0,7,27,40.0,
2018.0,7,28,42.0,
2018.0,7,29,42.0,
2018.0,7,30,40.0,
2018.0,7,31,41.0,
2018.0,8,1,39.0,
2018.0,8,2,39.0,
2018.0,8,3,38.0,
2018.0,8,4,37.0,
2018.0,8,5,37.0,
2018.0,8,6,41.0,
2018.0,8,7,40.0,
2018.0,8,8,38.0,
2018.0,8,9,39.0,
2018.0,8,10,39.0,
2018.0,8,11,41.0,
2018.0,8,12,40.0,
2018.0,8,13,39.0,
2018.0,8,14,43.0,
2018.0,8,15,39.0,
2018.0,8,16,36.0,
2018.0,8,17,39.0,
2018.0,8,18,39.0,
2018.0,8,19,42.0,
2018.0,8,20,41.0,
2018.0,8,21,42.0,
2018.0,8,22,40.0,
2018.0,8,23,40.0,
2018.0,8,24,40.0,
2018.0,8,25,35.0,
2018.0,8,26,37.0,
2018.0,8,27,39.0,
2018.0,8,28,38.0,
2018.0,8,29,36.0,
2018.0,8,30,36.0,
2018.0,8,31,37.0,
2018.0,9,1,38.0,
2018.0,9,2,38.0,
2018.0,9,3,37.0,
2018.0,9,4,37.0,
2018.0,9,5,39.0,
2018.0,9,6,39.0,
2018.0,9,7,39.0,
2018.0,9,8,39.0,
2018.0,9,9,35.0,
2018.0,9,10,37.0,
2018.0,9,11,35.0,
2018.0,9,12,36.0,
2018.0,9,13,34.0,
2018.0,9,14,35.0,
2018.0,9,15,38.0,
2018.0,9,16,40.0,
2018.0,9,17,39.0,
2018.0,9,18,35.0,
2018.0,9,19,40.0,
2018.0,9,20,34.0,
2018.0,9,21,36.0,
2018.0,9,22,37.0,
2018.0,9,23,38.0,
2018.0,9,24,37.0,
2018.0,9,25,39.0,
2018.0,9,26,39.0,
2018.0,9,27,39.0,
2018.0,9,28,41.0,
2018.0,9,29,38.0,
2018.0,9,30,42.0,
2018.0,10,1,42.0,
2018.0,10,2,39.0,
2018.0,10,3,40.0,
2018.0,10,4,41.0,
2018.0,10,5,38.0,
2018.0,10,6,36.0,
2018.0,10,7,37.0,
2018.0,10,8,36.0,
2018.0,10,9,36.0,
2018.0,10,10,35.0,
2018.0,10,11,35.0,
2018.0,10,12,36.0,
2018.0,10,13,38.0,
2018.0,10,14,34.0,
2018.0,10,15,36.0,
2018.0,10,16,35.0,
2018.0,10,17,37.0,
2018.0,10,18,35.0,
2018.0,10,19,34.0,
2018.0,10,20,35.0,
2018.0,10,21,37.0,
2018.0,10,22,35.0,
2018.0,10,23,34.0,
2018.0,10,24,35.0,
2018.0,10,25,36.0,
2018.0,10,26,35.0,
2018.0,10,27,35.0,
2018.0,10,28,36.0,
2018.0,10,29,38.0,
2018.0,10,30,39.0,
2018.0,10,31,40.0,
2018.0,11,1,37.0,
2018.0,11,2,36.0,
2018.0,11,3,36.0,
2018.0,11,4,36.0,
2018.0,11,5,35.0,
2018.0,11,6,34.0,
2018.0,11,7,34.0,
2018.0,11,8,36.0,
2018.0,11,9,35.0,
2018.0,11,10,32.0,
2018.0,11,11,33.0,
2018.0,11,12,27.0,
2018.0,11,13,29.0,
2018.0,11,14,35.0,
2018.0,11,15,33.0,
2018.0,11,16,34.0,
2018.0,11,17,35.0,
2018.0,11,18,35.0,
2018.0,11,19,27.0,
2018.0,11,20,32.0,
2018.0,11,21,38.0,
2018.0,11,22,36.0,
2018.0,11,23,35.0,
2018.0,11,24,35.0,
2018.0,11,25,35.0,
2018.0,11,26,35.0,
2018.0,11,27,36.0,
2018.0,11,28,32.0,
2018.0,11,29,35.0,
2018.0,11,30,36.0,
2018.0,12,1,29.0,
2018.0,12,2,36.0,
2018.0,12,3,38.0,
2018.0,12,4,36.0,
2018.0,12,5,36.0,
2018.0,12,6,37.0,
2018.0,12,7,36.0,
2018.0,12,8,36.0,
2018.0,12,9,36.0,
2018.0,12,10,35.0,
2018.0,12,11,35.0,
2018.0,12,12,34.0,
2018.0,12,13,35.0,
2018.0,12,14,35.0,
2018.0,12,15,37.0,
2018.0,12,16,35.0,
2018.0,12,17,34.0,
2018.0,12,18,35.0,
2018.0,12,19,35.0,
2018.0,12,20,34.0,
2018.0,12,21,34.0,
2018.0,12,22,36.0,
2018.0,12,23,33.0,
2018.0,12,24,29.0,
2018.0,12,25,35.0,
2018.0,12,26,35.0,
2018.0,12,27,34.0,
2018.0,12,28,35.0,
2018.0,12,29,36.0,
2018.0,12,30,34.0,
2018.0,12,31,34.0,
2018.0,1,1,32.0,
2018.0,1,2,38.0,
2018.0,1,3,39.0,
2018.0,1,4,34.0,
2018.0,1,5,36.0,
2018.0,1,6,35.0,
2018.0,1,7,33.0,
2018.0,1,8,34.0,
2018.0,1,9,31.0,
2018.0,1,10,36.0,
2018.0,1,11,37.0,
2018.0,1,12,35.0,
2018.0,1,13,28.0,
2018.0,1,14,27.0,
2018.0,1,15,30.0,
2018.0,1,16,31.0,
2018.0,1,17,34.0,
2018.0,1,18,32.0,
2018.0,1,19,33.0,
2018.0,1,20,36.0,
2018.0,1,21,31.0,
2018.0,1,22,31.0,
2018.0,1,23,33.0,
2018.0,1,24,32.0,
2018.0,1,25,35.0,
2018.0,1,26,35.0,
2018.0,1,27,37.0,
2018.0,1,28,34.0,
2018.0,1,29,33.0,
2018.0,1,30,33.0,
2018.0,1,31,33.0,
2018.0,2,1,34.0,
2018.0,2,2,30.0,
2018.0,2,3,33.0,
2018.0,2,4,35.0,
2018.0,2,5,36.0,
2018.0,2,6,36.0,
2018.0,2,7,35.0,
2018.0,2,8,41.0,
2018.0,2,9,35.0,
2018.0,2,10,37.0,
2018.0,2,11,37.0,
2018.0,2,12,36.0,
2018.0,2,13,38.0,
2018.0,2,14,38.0,
2018.0,2,15,37.0,
2018.0,2,16,33.0,
2018.0,2,17,34.0,
2018.0,2,18,29.0,
2018.0,2,19,36.0,
2018.0,2,20,35.0,
2018.0,2,21,37.0,
2018.0,2,22,34.0,
2018.0,2,23,35.0,
2018.0,2,24,25.0,
2018.0,2,25,32.0,
2018.0,2,26,34.0,
2018.0,2,27,33.0,
2018.0,2,28,35.0,
2018.0,3,1,34.0,
2018.0,3,2,35.0,
2018.0,3,3,36.0,
2018.0,3,4,33.0,
2018.0,3,5,36.0,
2018.0,3,6,35.0,
2018.0,3,7,36.0,
2018.0,3,8,35.0,
2018.0,3,9,34.0,
2018.0,3,10,34.0,
2018.0,3,11,34.0,
2018.0,3,12,34.0,
2018.0,3,13,35.0,
2018.0,3,14,32.0,
2018.0,3,15,38.0,
2018.0,3,16,35.0,
2018.0,3,17,36.0,
2018.0,3,18,35.0,
2018.0,3,19,27.0,
2018.0,3,20,33.0,
2018.0,3,21,34.0,
2018.0,3,22,33.0,
2018.0,3,23,33.0,
2018.0,3,24,35.0,
2018.0,3,25,35.0,
2018.0,3,26,33.0,
2018.0,3,27,35.0,
2018.0,3,28,36.0,
2018.0,3,29,36.0,
2018.0,3,30,37.0,
2018.0,3,31,33.0,
2018.0,4,1,36.0,
2018.0,4,2,36.0,
2018.0,4,3,35.0,
2018.0,4,4,34.0,
2018.0,4,5,33.0,
2018.0,4,6,33.0,
2018.0,4,7,36.0,
2018.0,4,8,38.0,
2018.0,4,9,40.0,
2018.0,4,10,37.0,
2018.0,4,11,39.0,
2018.0,4,12,36.0,
2018.0,4,13,35.0,
2018.0,4,14,37.0,
2018.0,4,15,33.0,
2018.0,4,16,34.0,
2018.0,4,17,36.0,
2018.0,4,18,31.0,
2018.0,4,19,37.0,
2018.0,4,20,35.0,
2018.0,4,21,41.0,
2018.0,4,22,36.0,
2018.0,4,23,37.0,
2018.0,4,24,36.0,
2018.0,4,25,37.0,
2018.0,4,26,38.0,
2018.0,4,27,38.0,
2018.0,4,28,40.0,
2018.0,4,29,35.0,
2018.0,4,30,39.0,
2018.0,5,1,38.0,
2018.0,5,2,35.0,
2018.0,5,3,38.0,
2018.0,5,4,39.0,
2018.0,5,5,37.0,
2018.0,5,6,37.0,
2018.0,5,7,39.0,
2018.0,5,8,36.0,
2018.0,5,9,37.0,
2018.0,5,10,34.0,
2018.0,5,11,38.0,
2018.0,5,12,39.0,
2018.0,5,13,38.0,
2018.0,5,14,39.0,
2018.0,5,15,41.0,
2018.0,5,16,37.0,
2018.0,5,17,38.0,
2018.0,5,18,39.0,
2018.0,5,19,41.0,
2018.0,5,20,42.0,
2018.0,5,21,37.0,
2018.0,5,22,43.0,
2018.0,5,23,41.0,
2018.0,5,24,40.0,
2018.0,5,25,34.0,
2018.0,5,26,39.0,
2018.0,5,27,39.0,
2018.0,5,28,41.0,
2018.0,5,29,40.0,
2018.0,5,30,29.0,
2018.0,5,31,37.0,
2018.0,6,1,42.0,
2018.0,6,2,34.0,
2018.0,6,3,38.0,
2018.0,6,4,39.0,
2018.0,6,5,35.0,
2018.0,6,6,37.0,
2018.0,6,7,46.0,
2018.0,6,8,45.0,
2018.0,6,9,45.0,
2018.0,6,10,44.0,
2018.0,6,11,45.0,
2018.0,6,12,43.0,
2018.0,6,13,45.0,
2018.0,6,14,42.0,
2018.0,6,15,44.0,
2018.0,6,16,42.0,
2018.0,6,17,38.0,
2018.0,6,18,40.0,
2018.0,6,19,37.0,
2018.0,6,20,42.0,
2018.0,6,21,40.0,
2018.0,6,22,39.0,
2018.0,6,23,37.0,
2018.0,6,24,39.0,
2018.0,6,25,39.0,
2018.0,6,26,40.0,
2018.0,6,27,39.0,
2018.0,6,28,39.0,
2018.0,6,29,41.0,
2018.0,6,30,42.0,
2019.0,1,1,36.0,
2019.0,1,2,34.0,
2019.0,1,3,34.0,
2019.0,1,4,37.0,
2019.0,1,5,31.0,
2019.0,1,6,33.0,
2019.0,1,7,32.0,
2019.0,1,8,32.0,
2019.0,1,9,33.0,
2019.0,1,10,34.0,
2019.0,1,11,30.0,
2019.0,1,12,29.0,
2019.0,1,13,38.0,
2019.0,1,14,33.0,
2019.0,1,15,32.0,
